"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","X.1","Hospital_Cumulative","IC_Intake_Proven_Cumsum","ic_intake_nice"
2021-08-07,5,0,2,0,213,71,13202,481,3644,8989,112,5,2,3852,142,NA,59124,13043,18
2021-08-08,6,1,1,0,205,71,13207,477,3644,8990,120,7,1,3852,138,NA,59149,13052,5
2021-08-09,2,4,6,0,214,71,13231,472,3646,8999,125,6,6,3864,138,NA,59227,13076,24
2021-08-10,4,2,2,0,209,73,13244,479,3649,9010,129,6,2,3873,137,NA,59287,13090,13
2021-08-11,6,4,0,0,200,73,13249,471,3653,9024,125,10,0,3863,136,NA,59325,13096,5
2021-08-12,6,3,3,0,210,74,13279,464,3658,9052,113,9,3,3867,136,NA,59380,13126,30
2021-08-13,6,2,2,0,197,74,13286,463,3662,9070,113,8,2,3874,136,NA,59439,13133,7
2021-08-14,5,2,2,1,195,74,13297,473,3665,9073,113,7,3,3885,137,NA,59488,13143,11
2021-08-15,2,1,3,0,199,74,13309,478,3666,9077,113,3,3,3883,137,NA,59508,13155,12
2021-08-16,3,3,5,0,204,72,13330,481,3668,9084,121,6,5,3881,140,NA,59585,13173,21
2021-08-17,1,3,1,0,195,73,13332,493,3670,9094,121,4,1,3887,136,NA,59646,13179,2
2021-08-18,5,4,7,0,205,73,13349,511,3671,9106,116,9,7,3892,136,NA,59715,13196,17
2021-08-19,2,1,2,0,200,72,13360,479,3672,9121,113,3,2,3888,136,NA,59763,13206,11
2021-08-20,7,3,6,0,209,73,13378,479,3674,9137,107,10,6,3887,136,NA,59826,13225,18
2021-08-21,3,1,3,0,207,73,13389,468,3676,9142,110,4,3,3884,136,NA,59859,13236,11
2021-08-22,6,3,2,0,209,73,13397,481,3676,9150,108,9,2,3894,136,NA,59897,13244,8
2021-08-23,4,3,3,0,218,73,13416,480,3681,9162,108,7,3,3887,136,NA,59966,13263,19
2021-08-24,5,3,5,1,222,74,13438,493,3686,9175,109,8,6,3897,137,NA,60033,13284,22
2021-08-25,5,4,3,0,212,74,13449,459,3689,9189,111,9,3,3896,136,NA,60067,13296,11
2021-08-26,4,6,4,0,210,74,13463,457,3694,9202,107,10,4,3888,136,NA,60206,13310,14
2021-08-27,5,6,3,0,214,74,13478,459,3695,9211,109,11,3,3877,136,NA,60279,13325,15
2021-08-28,4,1,4,0,216,73,13492,441,3699,9221,102,5,4,3857,136,NA,60304,13339,14
2021-08-29,4,1,1,0,220,73,13505,441,3703,9226,103,5,1,3862,137,NA,60330,13351,13
2021-08-30,5,3,2,0,220,73,13519,472,3706,9234,111,8,2,3872,137,NA,60417,13366,14
2021-08-31,7,5,2,0,213,73,13531,468,3707,9245,114,12,2,3863,138,NA,60473,13376,12
2021-09-01,6,2,6,0,206,73,13544,466,3711,9260,112,8,6,3861,138,NA,60524,13389,13
2021-09-02,5,2,2,0,201,73,13555,458,3717,9274,108,7,2,3876,138,NA,60581,13400,11
2021-09-03,5,5,4,0,214,72,13576,454,3719,9281,109,10,4,3877,139,NA,60630,13420,21
2021-09-04,3,1,4,0,215,73,13589,440,3719,9286,114,4,4,3876,138,NA,60659,13435,13
2021-09-05,2,7,1,0,214,74,13595,448,3721,9288,117,9,1,3877,138,NA,60675,13441,6
2021-09-06,8,4,1,1,217,73,13612,459,3729,9299,116,12,2,3887,139,NA,60771,13457,17
2021-09-07,3,3,4,0,216,73,13628,464,3732,9310,114,6,4,3887,138,NA,60810,13474,16
2021-09-08,2,3,4,0,222,73,13647,456,3733,9318,116,5,4,3887,138,NA,60843,13493,19
2021-09-09,6,4,3,0,217,74,13658,474,3738,9328,120,10,3,3894,138,NA,60901,13504,11
2021-09-10,8,8,3,0,212,73,13669,491,3743,9340,116,16,3,3908,138,NA,60984,13515,11
2021-09-11,2,2,1,0,212,73,13678,470,3745,9347,115,4,1,3905,138,NA,60998,13524,9
2021-09-12,5,3,0,0,210,73,13683,482,3746,9349,119,8,0,3910,139,NA,61034,13528,5
2021-09-13,7,10,1,0,211,71,13693,477,3750,9359,112,17,1,3917,139,NA,61091,13539,10
2021-09-14,5,4,7,1,213,70,13713,470,3753,9374,110,9,8,3924,142,NA,61147,13555,20
2021-09-15,1,1,3,0,203,70,13722,430,3755,9386,116,2,3,3913,139,NA,61168,13566,9
2021-09-16,6,2,1,0,205,71,13735,436,3759,9389,119,8,1,3904,140,NA,61194,13578,13
2021-09-17,4,0,2,0,197,68,13735,417,3764,9410,99,4,2,3883,137,NA,61225,13581,0
2021-09-18,6,3,0,0,194,67,13740,425,3764,9416,98,9,0,3889,138,NA,61258,13585,5
2021-09-19,3,0,2,1,197,69,13747,423,3764,9421,97,3,3,3891,139,NA,61289,13591,7
2021-09-20,5,0,3,0,206,70,13766,433,3764,9427,102,5,3,3899,141,NA,61333,13608,19
2021-09-21,2,3,0,0,196,70,13771,409,3768,9440,102,5,0,3912,138,NA,61360,13616,5
2021-09-22,0,3,3,0,193,70,13784,394,3771,9448,105,3,3,3922,137,NA,61393,13630,13
2021-09-23,6,2,3,0,188,72,13790,376,3772,9452,110,8,3,3913,138,NA,61414,13635,6
2021-09-24,1,0,0,0,184,71,13798,349,3773,9456,117,1,0,3907,137,NA,61443,13644,8
2021-09-25,2,0,1,0,181,70,13802,335,3774,9459,120,2,1,3903,137,NA,61454,13648,4
2021-09-26,0,2,1,0,181,71,13808,332,3775,9460,124,2,1,3906,137,NA,61467,13654,6
2021-09-27,4,2,1,0,177,70,13822,343,3779,9469,128,6,1,3921,138,NA,61527,13667,14
2021-09-28,0,1,0,0,160,70,13826,334,3782,9480,135,1,0,3931,137,NA,61556,13672,4
2021-09-29,2,2,0,1,153,69,13833,337,3784,9485,138,4,1,3929,139,NA,61592,13677,7
2021-09-30,5,2,3,0,152,66,13845,341,3788,9495,137,7,3,3946,140,NA,61650,13688,12
2021-10-01,1,3,1,0,148,65,13846,330,3793,9504,129,4,1,3943,140,NA,61677,13689,1
2021-10-02,1,3,1,0,142,64,13851,329,3793,9509,134,4,1,3946,140,NA,61705,13694,5
2021-10-03,2,0,2,0,140,63,13857,332,3793,9512,136,2,2,3944,140,NA,61718,13700,6
2021-10-04,2,2,2,0,139,64,13870,339,3794,9520,140,4,2,3948,140,NA,61766,13713,13
2021-10-05,2,2,0,0,134,64,13880,355,3800,9533,137,4,0,3951,140,NA,61816,13723,10
2021-10-06,6,2,4,0,135,63,13891,355,3804,9544,134,8,4,3956,140,NA,61856,13734,11
2021-10-07,3,3,1,1,133,65,13900,363,3809,9557,128,6,2,3963,141,NA,61905,13742,9
2021-10-08,4,2,5,0,135,68,13909,358,3813,9564,125,6,5,3963,140,NA,61939,13752,9
2021-10-09,3,0,1,0,130,65,13913,367,3813,9575,121,3,1,3963,140,NA,61963,13756,4
2021-10-10,2,0,1,0,133,67,13918,375,3814,9577,120,2,1,3968,140,NA,61979,13761,5
2021-10-11,3,2,7,0,151,71,13944,378,3818,9588,116,5,7,3978,139,NA,62024,13788,26
2021-10-12,4,1,1,0,149,70,13950,420,3821,9598,110,5,1,3984,140,NA,62094,13793,6
2021-10-13,0,0,1,2,147,67,13959,430,3825,9603,109,0,3,3985,142,NA,62145,13800,9
2021-10-14,3,4,1,0,145,67,13970,449,3831,9613,106,7,1,3993,141,NA,62213,13812,11
2021-10-15,3,7,3,0,138,65,13982,458,3833,9628,105,10,3,3998,141,NA,62274,13824,12
2021-10-16,2,1,1,0,134,61,13988,454,3835,9631,107,3,1,3999,141,NA,62304,13830,6
2021-10-17,4,1,1,0,139,63,13994,458,3835,9633,106,5,1,3999,141,NA,62322,13836,6
2021-10-18,8,5,1,0,150,64,14016,510,3841,9640,102,13,1,4018,142,NA,62428,13857,22
2021-10-19,3,3,6,0,151,64,14035,525,3845,9656,101,6,6,4028,142,NA,62515,13875,19
2021-10-20,4,5,9,0,165,66,14055,545,3848,9665,97,9,9,4025,143,NA,62570,13898,20
2021-10-21,7,3,1,0,157,63,14069,545,3851,9670,103,10,1,4034,141,NA,62648,13910,14
2021-10-22,7,5,6,0,171,66,14087,578,3851,9677,103,12,6,4039,142,NA,62737,13927,18
2021-10-23,1,3,1,1,182,67,14102,579,3853,9683,97,4,2,4036,143,NA,62785,13941,15
2021-10-24,2,1,3,1,179,66,14112,600,3855,9686,102,3,4,4038,143,NA,62832,13951,10
2021-10-25,9,4,4,0,189,66,14136,675,3861,9693,106,13,4,4059,143,NA,63001,13975,24
2021-10-26,13,4,4,0,180,66,14149,678,3866,9703,109,17,4,4048,143,NA,63086,13989,13
2021-10-27,9,9,4,0,196,68,14176,694,3869,9711,109,18,4,4055,145,NA,63169,14014,27
2021-10-28,15,9,6,0,205,69,14204,766,3875,9720,115,24,6,4054,144,NA,63303,14043,28
2021-10-29,6,6,6,0,212,71,14229,770,3877,9734,114,12,6,4043,145,NA,63385,14064,25
2021-10-30,7,2,2,0,210,73,14243,788,3881,9740,119,9,2,4043,145,NA,63450,14080,14
2021-10-31,3,2,4,0,209,74,14252,829,3884,9747,118,5,4,4043,144,NA,63542,14091,9
2021-11-01,11,5,4,0,223,75,14282,919,3889,9750,127,16,4,4067,144,NA,63751,14121,30
2021-11-02,15,5,4,1,237,74,14310,1031,3896,9766,121,20,5,4086,145,NA,63975,14148,28
2021-11-03,10,3,6,0,253,76,14344,1050,3901,9779,119,13,6,4083,144,NA,64127,14183,34
2021-11-04,13,5,9,0,259,74,14370,1063,3907,9786,126,18,9,4078,143,NA,64279,14210,26
2021-11-05,9,8,10,0,275,76,14399,1085,3911,9793,129,17,10,4087,143,NA,64423,14237,29
2021-11-06,6,3,4,0,283,75,14420,1145,3914,9800,134,9,4,4107,142,NA,64577,14261,21
2021-11-07,11,2,5,0,294,75,14444,1186,3916,9804,136,13,5,4115,142,NA,64665,14285,24
2021-11-08,14,4,4,0,317,76,14490,1260,3928,9815,145,18,4,4097,142,NA,64914,14331,46
2021-11-09,16,7,8,1,312,76,14513,1330,3935,9830,147,23,9,4121,144,NA,65125,14352,23
2021-11-10,17,5,14,1,324,75,14551,1326,3941,9849,147,22,15,4097,143,NA,65282,14391,38
2021-11-11,6,3,9,0,327,76,14578,1324,3946,9860,152,9,9,4101,142,NA,65427,14418,27
2021-11-12,8,3,10,0,345,76,14619,1347,3953,9874,153,11,10,4094,143,NA,65622,14459,41
2021-11-13,8,4,2,0,345,76,14640,1355,3962,9882,156,12,2,4097,142,NA,65743,14481,21
2021-11-14,9,1,7,0,356,76,14667,1373,3968,9888,159,10,7,4095,142,NA,65866,14508,27
2021-11-15,16,3,5,0,371,76,14717,1511,3984,9898,171,19,5,4104,142,NA,66211,14558,50
2021-11-16,23,2,10,0,376,75,14754,1608,3988,9912,188,25,10,4117,142,NA,66539,14593,37
2021-11-17,13,6,13,0,400,75,14814,1627,3994,9929,193,19,13,4113,142,NA,66758,14653,60
2021-11-18,19,4,12,0,410,74,14831,1629,4001,9937,204,23,12,4152,142,NA,66975,14670,17
2021-11-19,32,2,8,0,440,76,14879,1683,4010,9958,193,34,8,4162,143,NA,67262,14717,48
2021-11-20,16,6,5,0,449,75,14910,1734,4019,9973,193,22,5,4155,145,NA,67516,14745,31
2021-11-21,24,5,14,0,466,75,14950,1766,4027,9983,195,29,14,4158,147,NA,67658,14783,40
2021-11-22,31,8,10,0,478,75,15008,1910,4037,9997,216,39,10,4177,146,NA,68085,14840,58
2021-11-23,25,9,5,0,499,75,15061,1951,4042,10020,227,34,5,4177,150,NA,68366,14890,53
2021-11-24,23,1,8,0,510,76,15110,1992,4057,10040,226,24,8,4192,149,NA,68635,14945,49
2021-11-25,21,6,14,1,531,76,15166,1990,4073,10062,226,27,15,4197,145,NA,68892,15002,56
2021-11-26,27,3,9,0,524,75,15217,2004,4088,10083,238,30,9,4220,146,NA,69154,15052,51
2021-11-27,11,2,9,0,540,75,15262,1995,4097,10103,248,13,9,4209,146,NA,69393,15097,45
2021-11-28,22,4,9,2,546,76,15311,2009,4105,10108,264,26,11,4223,149,NA,69520,15143,49
2021-11-29,27,3,14,0,575,76,15381,2126,4122,10135,268,30,14,4242,147,NA,69910,15214,70
2021-11-30,26,1,17,1,604,77,15450,2149,4135,10173,257,27,18,4223,149,NA,70277,15281,69
2021-12-01,33,4,14,1,598,77,15507,2127,4151,10192,275,37,15,4242,152,NA,70583,15335,57
2021-12-02,29,8,15,1,609,78,15566,2175,4171,10225,273,37,16,4260,147,NA,70908,15399,59
2021-12-03,15,5,12,2,609,78,15609,2091,4183,10245,277,20,14,4261,151,NA,71089,15438,43
2021-12-04,20,2,9,0,600,77,15653,2037,4195,10270,285,22,9,4258,154,NA,71330,15475,44
2021-12-05,21,1,11,0,593,77,15681,2063,4202,10280,299,22,11,4261,149,NA,71470,15511,28
2021-12-06,26,7,17,0,618,77,15741,2067,4216,10309,307,33,17,4258,150,NA,71782,15570,60
2021-12-07,24,5,11,0,620,78,15771,2104,4226,10343,311,29,11,4284,148,NA,72064,15602,30
2021-12-08,25,5,17,0,633,78,15819,2088,4239,10381,296,30,17,4273,149,NA,72299,15648,48
2021-12-09,19,6,15,0,641,78,15875,2063,4250,10406,302,25,15,4273,148,NA,72527,15706,56
2021-12-10,19,5,11,0,652,78,15932,2066,4259,10439,301,24,11,4279,151,NA,72779,15760,57
2021-12-11,17,2,3,0,639,78,15964,2033,4269,10467,309,19,3,4285,153,NA,73016,15791,32
2021-12-12,11,5,8,1,637,77,15992,2018,4276,10475,317,16,9,4283,156,NA,73108,15817,28
2021-12-13,16,3,10,0,640,77,16050,2031,4295,10498,336,19,10,4280,156,NA,73375,15875,58
2021-12-14,19,6,6,1,632,77,16095,1999,4304,10530,348,25,7,4305,157,NA,73660,15921,45
2021-12-15,14,3,5,0,623,77,16125,1944,4309,10564,344,17,5,4320,156,NA,73923,15951,30
2021-12-16,18,2,9,0,625,76,16155,1873,4317,10588,344,20,9,4335,153,NA,74136,15985,30
2021-12-17,5,4,13,0,622,77,16197,1788,4332,10621,339,9,13,4331,153,NA,74289,16027,42
2021-12-18,4,1,7,0,628,78,16234,1696,4338,10652,331,5,7,4337,153,NA,74416,16064,37
2021-12-19,11,2,5,0,624,78,16264,1678,4347,10664,341,13,5,4331,154,NA,74511,16093,30
2021-12-20,11,3,7,0,610,78,16300,1713,4363,10678,371,14,7,4344,155,NA,74708,16128,36
2021-12-21,18,6,5,0,595,78,16337,1706,4381,10722,353,24,5,4346,157,NA,74958,16164,37
2021-12-22,12,2,4,1,595,78,16368,1636,4390,10749,345,14,5,4346,157,NA,75126,16195,31
2021-12-23,12,2,10,0,566,78,16393,1590,4399,10780,359,14,10,4348,159,NA,75277,16218,25
2021-12-24,13,2,3,0,548,78,16414,1564,4408,10816,354,15,3,4360,157,NA,75406,16241,21
2021-12-25,10,3,5,1,537,78,16436,1480,4420,10842,342,13,6,4358,157,NA,75511,16263,22
2021-12-26,4,0,7,0,543,78,16467,1458,4425,10851,350,4,7,4353,157,NA,75547,16294,31
2021-12-27,20,4,9,0,540,77,16504,1418,4437,10886,345,24,9,4355,157,NA,75741,16331,37
2021-12-28,14,4,3,0,531,77,16539,1408,4451,10924,336,18,3,4369,158,NA,75941,16365,35
2021-12-29,18,4,2,0,516,76,16570,1403,4475,10972,307,22,2,4380,156,NA,76087,16398,31
2021-12-30,18,5,6,0,500,77,16592,1371,4489,11020,287,23,6,4377,157,NA,76261,16419,22
2021-12-31,79,10,7,2,490,78,16619,1314,4500,11047,281,89,9,4367,158,NA,76374,16445,27
2022-01-01,59,3,1,1,462,78,16624,1266,4507,11059,292,62,2,4370,159,NA,76457,16449,5
2022-01-02,21,5,4,0,463,78,16642,1245,4513,11065,295,26,4,4375,158,NA,76497,16468,18
2022-01-03,13,3,8,0,478,78,16683,1250,4527,11084,287,16,8,4376,158,NA,76679,16509,41
2022-01-04,13,4,1,1,463,77,16709,1205,4540,11106,290,17,2,4387,159,NA,76797,16534,26
2022-01-05,10,4,1,1,454,77,16729,1200,4550,11135,282,14,2,4386,159,NA,76957,16554,20
2022-01-06,7,5,7,0,435,77,16748,1142,4564,11161,282,12,7,4389,158,NA,77044,16574,19
2022-01-07,11,3,4,0,421,77,16766,1114,4568,11188,283,14,4,4396,155,NA,77172,16595,18
2022-01-08,6,3,5,0,408,76,16774,1099,4573,11197,290,9,5,4409,155,NA,77271,16603,8
2022-01-09,14,3,6,0,407,76,16794,1089,4577,11214,286,17,6,4409,157,NA,77322,16621,20
2022-01-10,14,6,5,1,407,77,16828,1162,4586,11235,289,20,6,4420,156,NA,77529,16658,34
2022-01-11,4,4,6,0,402,76,16855,1129,4594,11258,290,8,6,4429,155,NA,77640,16684,27
2022-01-12,7,1,2,0,387,76,16868,1086,4601,11278,296,8,2,4431,158,NA,77739,16695,13
2022-01-13,7,1,0,0,364,75,16875,1046,4608,11312,281,8,0,4413,158,NA,77842,16701,7
2022-01-14,9,1,1,0,351,74,16889,980,4617,11338,271,10,1,4414,158,NA,77917,16715,14
2022-01-15,5,2,2,1,331,74,16898,980,4623,11353,278,7,3,4426,159,NA,77998,16727,9
2022-01-16,9,1,3,0,333,74,16914,959,4627,11363,278,10,3,4433,157,NA,78039,16738,16
2022-01-17,11,4,1,0,321,74,16923,949,4633,11381,275,15,1,4436,156,NA,78178,16752,9
2022-01-18,9,3,1,0,312,76,16932,929,4638,11404,268,12,1,4433,156,NA,78310,16761,9
2022-01-19,5,9,4,0,303,76,16943,907,4642,11421,263,14,4,4449,157,NA,78390,16771,11
2022-01-20,12,6,3,0,299,76,16961,888,4651,11446,255,18,3,4462,156,NA,78532,16789,18
2022-01-21,7,3,3,0,285,75,16970,895,4656,11476,241,10,3,4467,156,NA,78668,16798,9
2022-01-22,7,3,1,0,278,73,16974,907,4659,11493,233,10,1,4468,156,NA,78790,16802,4
2022-01-23,5,1,1,0,273,73,16980,899,4664,11499,234,6,1,4459,157,NA,78871,16807,6
2022-01-24,18,6,3,0,269,74,16997,998,4665,11511,241,24,3,4511,157,NA,79151,16824,17
2022-01-25,10,4,3,0,256,73,17012,1009,4672,11532,240,14,3,4517,160,NA,79320,16836,15
2022-01-26,16,4,3,0,258,70,17028,1035,4673,11534,247,20,3,4513,162,NA,79462,16850,16
2022-01-27,8,2,1,0,237,71,17030,1013,4683,11552,250,10,1,4525,161,NA,79612,16854,2
2022-01-28,17,6,1,0,237,69,17050,1023,4688,11568,244,23,1,4545,160,NA,79831,16875,20
2022-01-29,8,2,4,0,234,70,17063,1034,4689,11581,245,10,4,4544,162,NA,79904,16888,13
2022-01-30,5,4,3,0,229,71,17070,1056,4695,11586,247,9,3,4548,164,NA,80035,16892,7
2022-01-31,17,3,3,1,220,70,17079,1106,4703,11597,245,20,4,4553,163,NA,80250,16901,9
2022-02-01,11,1,2,0,216,68,17096,1218,4707,11620,241,12,2,4575,164,NA,80553,16917,17
2022-02-02,24,1,4,0,215,65,17115,1278,4714,11632,238,25,4,4601,164,NA,80821,16936,19
2022-02-03,12,5,3,0,216,68,17126,1273,4718,11641,235,17,3,4601,164,NA,80968,16947,11
2022-02-04,28,2,4,0,226,69,17134,1316,4722,11645,231,30,4,4617,164,NA,81253,16945,8
2022-02-05,8,3,1,0,216,68,17141,1303,4725,11658,229,11,1,4621,163,NA,81374,16952,7
2022-02-06,15,1,8,0,218,67,17155,1282,4728,11662,236,16,8,4606,163,NA,81452,16966,14
2022-02-07,12,0,5,0,228,66,17187,1356,4734,11674,247,12,5,4601,164,NA,81688,16997,32
2022-02-08,19,5,3,1,219,65,17205,1402,4738,11689,245,24,4,4622,165,NA,81955,17014,18
2022-02-09,21,5,1,0,211,66,17217,1371,4739,11697,259,26,1,4628,164,NA,82129,17027,12
2022-02-10,16,2,5,0,209,67,17231,1332,4744,11717,247,18,5,4638,165,NA,82326,17039,14
2022-02-11,18,3,4,0,197,65,17241,1301,4748,11731,254,21,4,4647,169,NA,82458,17047,10
2022-02-12,8,5,4,0,183,65,17251,1321,4750,11745,259,13,4,4655,170,NA,82634,17052,10
2022-02-13,9,4,1,0,176,65,17253,1329,4755,11748,259,13,1,4659,168,NA,82744,17058,2
2022-02-14,22,2,0,0,183,66,17275,1406,4761,11754,261,24,0,4665,167,NA,82967,17079,22
2022-02-15,22,3,4,0,188,63,17287,1480,4766,11784,240,25,4,4682,165,NA,83358,17093,12
2022-02-16,13,5,1,0,173,61,17309,1498,4773,11799,252,18,1,4689,167,NA,83604,17114,22
2022-02-17,16,2,2,0,173,64,17320,1479,4775,11808,252,18,2,4704,166,NA,83802,17127,11
2022-02-18,23,5,2,0,169,64,17333,1476,4778,11825,248,28,2,4709,166,NA,84005,17139,13
2022-02-19,3,4,0,0,168,67,17347,1456,4780,11834,251,7,0,4712,168,NA,84138,17152,14
2022-02-20,8,4,1,0,169,66,17360,1478,4783,11842,252,12,1,4716,166,NA,84233,17166,13
2022-02-21,12,1,2,0,169,66,17386,1473,4792,11857,257,13,2,4712,168,NA,84488,17189,26
2022-02-22,16,5,3,0,171,66,17399,1474,4793,11868,250,21,3,4712,168,NA,84669,17203,13
2022-02-23,16,1,1,0,167,67,17412,1424,4797,11890,243,17,1,4722,166,NA,84898,17220,13
2022-02-24,14,0,4,0,169,66,17433,1398,4798,11906,240,14,4,4689,168,NA,85024,17235,21
2022-02-25,13,8,4,0,173,70,17453,1353,4802,11921,238,21,4,4704,170,NA,85221,17256,20
2022-02-26,4,1,1,0,170,71,17456,1328,4802,11929,237,5,1,4700,170,NA,85309,17261,3
2022-02-27,4,2,3,0,174,70,17467,1324,4803,11930,240,6,3,4705,169,NA,85382,17270,11
2022-02-28,16,1,3,0,173,71,17480,1325,4808,11945,238,17,3,4708,170,NA,85617,17285,13
2022-03-01,16,3,2,0,173,69,17497,1323,4810,11966,229,19,2,4715,176,NA,85802,17297,17
2022-03-02,23,5,3,0,166,70,17511,1338,4817,11980,232,28,3,4717,174,NA,85994,17312,14
2022-03-03,14,3,0,0,164,65,17527,1351,4820,12002,222,17,0,4736,172,NA,86179,17329,16
2022-03-04,14,3,5,1,167,66,17541,1333,4825,12011,222,17,6,4742,175,NA,86335,17342,14
2022-03-05,2,0,3,0,159,65,17547,1328,4830,12023,220,2,3,4736,173,NA,86468,17349,6
2022-03-07,22,2,2,0,164,65,17574,1425,4838,12041,219,24,2,4746,173,NA,86872,17376,27
2022-03-08,17,6,1,0,160,65,17586,1503,4840,12059,209,23,1,4765,171,NA,87137,17389,12
2022-03-09,13,1,3,0,168,64,17607,1484,4844,12068,208,14,3,4762,171,NA,87301,17408,21
2022-03-10,12,6,2,0,158,62,17614,1526,4849,12084,205,18,2,4782,172,NA,87554,17417,7
2022-03-11,15,4,5,0,163,60,17633,1585,4854,12095,200,19,5,4794,172,NA,87911,17436,19
2022-03-12,9,1,0,0,161,60,17643,1600,4857,12101,201,10,0,4786,173,NA,88057,17445,10
2022-03-13,18,3,1,0,156,61,17652,1638,4863,12103,210,21,1,4794,173,NA,88186,17454,9
2022-03-14,14,6,6,0,149,59,17675,1722,4871,12121,215,20,6,4798,171,NA,88593,17477,23
2022-03-15,16,6,6,0,155,61,17695,1781,4881,12153,183,22,6,4807,170,NA,88922,17499,20
2022-03-16,33,3,4,0,163,60,17726,1867,4885,12166,187,36,4,4805,171,NA,89287,17527,31
2022-03-17,15,6,2,0,151,58,17737,1875,4892,12182,191,21,2,4833,173,NA,89594,17539,11
2022-03-18,18,2,0,0,151,54,17755,1824,4897,12188,189,20,0,4829,173,NA,89817,17554,18
2022-03-19,13,0,3,0,154,55,17767,1819,4900,12195,195,13,3,4826,174,NA,89957,17565,12
2022-03-20,4,0,1,0,149,56,17772,1811,4903,12194,198,4,1,4827,175,NA,90013,17571,5
2022-03-21,24,5,3,0,152,61,17795,1917,4909,12206,203,29,3,4841,172,NA,90426,17595,23
2022-03-22,21,4,4,0,160,63,17827,1928,4917,12220,204,25,4,4865,174,NA,90805,17627,32
2022-03-23,24,4,3,0,173,65,17865,1921,4923,12242,199,28,3,4871,185,NA,91070,17650,38
2022-03-24,16,3,2,0,150,64,17871,1880,4933,12255,207,19,2,4861,175,NA,91329,17669,6
2022-03-25,11,2,1,1,156,62,17895,1810,4936,12273,205,13,2,4866,182,NA,91535,17688,24
2022-03-26,6,3,0,0,155,62,17909,1819,4939,12281,206,9,0,4870,181,NA,91657,17700,14
2022-03-27,2,1,2,0,161,65,17920,1823,4938,12282,207,3,2,4859,181,NA,91745,17711,11
2022-03-28,15,2,5,0,167,65,17945,1856,4943,12302,207,17,5,4912,183,NA,92132,17734,25
2022-03-29,25,6,3,0,143,61,17950,1882,4949,12317,213,31,3,4926,175,NA,92396,17747,5
2022-03-30,20,8,1,1,139,61,17968,1882,4951,12338,215,28,2,4938,177,NA,92623,17764,18
2022-03-31,8,4,4,1,147,57,17995,1847,4954,12348,213,12,5,4948,180,NA,92829,17787,27
2022-04-01,7,6,4,0,142,58,18004,1788,4961,12361,216,13,4,4947,175,NA,92985,17801,9
2022-04-02,5,3,0,0,135,58,18011,1743,4964,12377,208,8,0,4945,175,NA,93146,17808,7
2022-04-03,5,1,1,0,135,57,18013,1719,4964,12378,206,6,1,4940,175,NA,93173,17810,2
2022-04-04,17,1,1,0,130,59,18026,1778,4967,12393,209,18,1,4951,174,NA,93442,17824,13
2022-04-05,16,6,2,1,119,53,18033,1751,4971,12413,205,22,3,4957,174,NA,93659,17832,7
2022-04-06,16,4,2,0,119,55,18047,1729,4978,12415,208,20,2,4960,176,NA,93840,17844,14
2022-04-07,7,3,3,0,121,54,18065,1696,4979,12430,206,10,3,4975,180,NA,94014,17857,18
2022-04-08,3,2,2,0,113,56,18068,1647,4984,12444,202,5,2,4977,174,NA,94162,17868,3
2022-04-09,1,3,1,0,112,54,18085,1600,4988,12454,202,4,1,4983,178,NA,94254,17880,17
2022-04-10,4,2,0,0,111,54,18087,1603,4990,12457,202,6,0,4981,178,NA,94299,17882,2
2022-04-11,14,4,1,0,112,54,18100,1604,4994,12466,205,18,1,4989,176,NA,94524,17898,13
2022-04-12,10,5,3,3,104,49,18111,1560,5002,12484,196,15,6,4987,176,NA,94681,17907,11
2022-04-13,9,1,0,0,105,50,18119,1509,5003,12489,195,10,0,4989,177,NA,94773,17915,8
2022-04-14,10,1,2,0,108,51,18132,1477,5006,12493,197,11,2,4995,180,NA,94890,17928,13
2022-04-15,2,1,2,0,113,51,18145,1440,5008,12503,194,3,2,4988,178,NA,95032,17939,13
2022-04-16,1,0,1,0,110,49,18150,1434,5010,12505,197,1,1,4983,178,NA,95084,17943,5
2022-04-17,2,1,0,0,107,49,18151,1418,5011,12505,200,3,0,4988,179,NA,95100,17947,1
2022-04-18,1,0,0,0,106,49,18156,1384,5013,12507,201,1,0,4979,179,NA,95111,17951,5
2022-04-19,8,6,1,1,99,49,18166,1374,5017,12524,195,14,2,5000,177,NA,95354,17964,10
2022-04-20,4,5,0,0,107,54,18183,1344,5020,12539,188,9,0,5012,178,NA,95459,17977,17
2022-04-21,5,1,1,0,96,47,18190,1308,5024,12544,195,6,1,5005,177,NA,95540,17988,7
2022-04-22,1,6,0,0,94,49,18194,1276,5026,12549,193,7,0,5011,176,NA,95622,17992,4
2022-04-23,2,0,0,0,90,49,18197,1253,5026,12551,198,2,0,5011,176,NA,95652,17994,3
2022-04-25,5,1,0,0,78,44,18204,1262,5032,12557,202,6,0,5000,176,NA,95794,18001,7
2022-04-26,4,6,0,0,77,43,18214,1223,5035,12563,202,10,0,5017,177,NA,95873,18012,10
